,sample_0,sample_1,raw_score,corrected_score,normalized_score,resampled
0,virtsim_30_0,virtsim_30_2,5,0.63,-0.44,True
1,virtsim_30_0,virtsim_64_1,13,1.63,0.06,False
2,virtsim_30_0,virtsim_17_1,13,1.63,0.06,False
3,virtsim_30_0,virtsim_29_3,11,1.38,-0.065,False
4,virtsim_30_0,virtsim_32_2,11,1.38,-0.065,False
5,virtsim_30_0,virtsim_62_2,12,1.5,-0.005,False
6,virtsim_30_0,virtsim_92_1,11,1.38,-0.065,False
7,virtsim_30_0,virtsim_38_1,12,1.5,-0.005,False
8,virtsim_30_0,virtsim_38_3,14,1.75,0.12,False
9,virtsim_30_0,virtsim_58_4,12,1.5,-0.005,False
10,virtsim_30_0,virtsim_38_4,13,1.63,0.06,False
11,virtsim_30_0,virtsim_24_2,13,1.63,0.06,False
12,virtsim_30_0,virtsim_77_2,11,1.38,-0.065,False
13,virtsim_30_0,virtsim_77_3,11,1.38,-0.065,False
14,virtsim_30_0,virtsim_22_3,12,1.5,-0.005,False
15,virtsim_30_0,virtsim_71_4,13,1.63,0.06,False
16,virtsim_30_0,virtsim_71_2,13,1.63,0.06,False
17,virtsim_30_0,virtsim_71_3,12,1.5,-0.005,False
18,virtsim_30_0,virtsim_79_4,12,1.5,-0.005,False
19,virtsim_30_0,virtsim_42_1,12,1.5,-0.005,False
20,virtsim_30_0,virtsim_79_1,12,1.5,-0.005,False
21,virtsim_30_0,virtsim_34_3,14,1.75,0.12,False
22,virtsim_30_0,virtsim_34_2,14,1.75,0.12,False
23,virtsim_30_0,virtsim_25_3,11,1.38,-0.065,False
24,virtsim_30_0,virtsim_65_3,14,1.75,0.12,False
25,virtsim_30_0,virtsim_16_3,13,1.63,0.06,False
26,virtsim_30_0,virtsim_37_1,13,1.63,0.06,False
27,virtsim_30_0,virtsim_16_4,13,1.63,0.06,False
28,virtsim_30_0,virtsim_96_4,11,1.38,-0.065,False
29,virtsim_30_0,virtsim_63_2,11,1.38,-0.065,False
30,virtsim_30_0,virtsim_14_4,9,1.13,-0.19,False
31,virtsim_30_0,virtsim_48_1,12,1.5,-0.005,False
32,virtsim_30_0,virtsim_20_2,11,1.38,-0.065,False
33,virtsim_30_0,virtsim_94_2,11,1.38,-0.065,False
