,sample_0,sample_1,raw_score,corrected_score,normalized_score,resampled
0,virtsim_19_0,virtsim_19_1,4,0.5,-0.505,True
1,virtsim_19_0,virtsim_19_4,3,0.38,-0.565,True
2,virtsim_19_0,virtsim_30_3,13,1.63,0.06,False
3,virtsim_19_0,virtsim_30_2,13,1.63,0.06,False
4,virtsim_19_0,virtsim_36_1,13,1.63,0.06,False
5,virtsim_19_0,virtsim_29_2,12,1.5,-0.005,False
6,virtsim_19_0,virtsim_32_4,12,1.5,-0.005,False
7,virtsim_19_0,virtsim_32_2,11,1.38,-0.065,False
8,virtsim_19_0,virtsim_62_3,9,1.13,-0.19,False
9,virtsim_19_0,virtsim_7_2,13,1.63,0.06,False
10,virtsim_19_0,virtsim_73_1,12,1.5,-0.005,False
11,virtsim_19_0,virtsim_74_4,11,1.38,-0.065,False
12,virtsim_19_0,virtsim_64_4,8,1.0,-0.255,False
13,virtsim_19_0,virtsim_38_3,11,1.38,-0.065,False
14,virtsim_19_0,virtsim_38_2,12,1.5,-0.005,False
15,virtsim_19_0,virtsim_58_3,14,1.75,0.12,False
16,virtsim_19_0,virtsim_58_2,13,1.63,0.06,False
17,virtsim_19_0,virtsim_24_2,13,1.63,0.06,False
18,virtsim_19_0,virtsim_24_3,13,1.63,0.06,False
19,virtsim_19_0,virtsim_77_3,11,1.38,-0.065,False
20,virtsim_19_0,virtsim_77_1,12,1.5,-0.005,False
21,virtsim_19_0,virtsim_22_2,12,1.5,-0.005,False
22,virtsim_19_0,virtsim_75_1,11,1.38,-0.065,False
23,virtsim_19_0,virtsim_64_3,8,1.0,-0.255,False
24,virtsim_19_0,virtsim_71_1,11,1.38,-0.065,False
25,virtsim_19_0,virtsim_34_4,13,1.63,0.06,False
26,virtsim_19_0,virtsim_34_2,14,1.75,0.12,False
27,virtsim_19_0,virtsim_66_1,11,1.38,-0.065,False
28,virtsim_19_0,virtsim_10_3,13,1.63,0.06,False
29,virtsim_19_0,virtsim_68_4,9,1.13,-0.19,False
30,virtsim_19_0,virtsim_65_2,11,1.38,-0.065,False
31,virtsim_19_0,virtsim_37_4,10,1.25,-0.13,False
32,virtsim_19_0,virtsim_96_1,11,1.38,-0.065,False
33,virtsim_19_0,virtsim_96_3,11,1.38,-0.065,False
34,virtsim_19_0,virtsim_78_4,13,1.63,0.06,False
35,virtsim_19_0,virtsim_14_4,9,1.13,-0.19,False
36,virtsim_19_0,virtsim_14_2,10,1.25,-0.13,False
37,virtsim_19_0,virtsim_13_4,11,1.38,-0.065,False
38,virtsim_19_0,virtsim_30_4,13,1.63,0.06,False
39,virtsim_19_0,virtsim_3_1,10,1.25,-0.13,False
40,virtsim_19_0,virtsim_73_2,11,1.38,-0.065,False
41,virtsim_19_0,virtsim_73_3,12,1.5,-0.005,False
42,virtsim_19_0,virtsim_69_1,11,1.38,-0.065,False
43,virtsim_19_0,virtsim_26_2,11,1.38,-0.065,False
44,virtsim_19_0,virtsim_26_3,10,1.25,-0.13,False
45,virtsim_19_0,virtsim_1_1,14,1.75,0.12,False
46,virtsim_19_0,virtsim_25_3,12,1.5,-0.005,False
47,virtsim_19_0,virtsim_53_2,11,1.38,-0.065,False
48,virtsim_19_0,virtsim_25_4,13,1.63,0.06,False
49,virtsim_19_0,virtsim_51_1,11,1.38,-0.065,False
50,virtsim_19_0,virtsim_88_1,12,1.5,-0.005,False
51,virtsim_19_0,virtsim_88_2,13,1.63,0.06,False
52,virtsim_19_0,virtsim_88_4,12,1.5,-0.005,False
53,virtsim_19_0,virtsim_78_3,14,1.75,0.12,False
54,virtsim_19_0,virtsim_57_4,13,1.63,0.06,False
55,virtsim_19_0,virtsim_33_4,12,1.5,-0.005,False
56,virtsim_19_0,virtsim_57_1,13,1.63,0.06,False
57,virtsim_19_0,virtsim_57_2,13,1.63,0.06,False
58,virtsim_19_0,virtsim_33_1,11,1.38,-0.065,False
59,virtsim_19_0,virtsim_12_4,12,1.5,-0.005,False
60,virtsim_19_0,virtsim_61_1,13,1.63,0.06,False
61,virtsim_19_0,virtsim_12_3,11,1.38,-0.065,False
62,virtsim_19_0,virtsim_67_1,11,1.38,-0.065,False
63,virtsim_19_0,virtsim_18_3,13,1.63,0.06,False
64,virtsim_19_0,virtsim_55_3,11,1.38,-0.065,False
65,virtsim_19_0,virtsim_18_4,13,1.63,0.06,False
66,virtsim_19_0,virtsim_84_1,13,1.63,0.06,False
67,virtsim_19_0,virtsim_11_2,12,1.5,-0.005,False
68,virtsim_19_0,virtsim_7_3,12,1.5,-0.005,False
69,virtsim_19_0,virtsim_47_1,11,1.38,-0.065,False
70,virtsim_19_0,virtsim_90_4,10,1.25,-0.13,False
71,virtsim_19_0,virtsim_49_2,9,1.13,-0.19,False
72,virtsim_19_0,virtsim_41_3,15,1.88,0.185,False
73,virtsim_19_0,virtsim_5_4,14,1.75,0.12,False
74,virtsim_19_0,virtsim_5_1,12,1.5,-0.005,False
75,virtsim_19_0,virtsim_5_2,14,1.75,0.12,False
76,virtsim_19_0,virtsim_5_3,13,1.63,0.06,False
77,virtsim_19_0,virtsim_72_2,13,1.63,0.06,False
78,virtsim_19_0,virtsim_2_3,13,1.63,0.06,False
79,virtsim_19_0,virtsim_68_2,9,1.13,-0.19,False
80,virtsim_19_0,virtsim_62_1,10,1.25,-0.13,False
81,virtsim_19_0,virtsim_93_1,9,1.13,-0.19,False
82,virtsim_19_0,virtsim_93_2,10,1.25,-0.13,False
83,virtsim_19_0,virtsim_93_3,10,1.25,-0.13,False
84,virtsim_19_0,virtsim_93_4,9,1.13,-0.19,False
85,virtsim_19_0,virtsim_99_3,13,1.63,0.06,False
86,virtsim_19_0,virtsim_56_3,11,1.38,-0.065,False
87,virtsim_19_0,virtsim_15_4,14,1.75,0.12,False
88,virtsim_19_0,virtsim_80_4,12,1.5,-0.005,False
89,virtsim_19_0,virtsim_54_3,14,1.75,0.12,False
90,virtsim_19_0,virtsim_60_3,11,1.38,-0.065,False
91,virtsim_19_0,virtsim_82_3,9,1.13,-0.19,False
92,virtsim_19_0,virtsim_45_1,10,1.25,-0.13,False
93,virtsim_19_0,virtsim_45_3,10,1.25,-0.13,False
94,virtsim_19_0,virtsim_45_2,10,1.25,-0.13,False
95,virtsim_19_0,virtsim_44_2,13,1.63,0.06,False
96,virtsim_19_0,virtsim_44_4,11,1.38,-0.065,False
97,virtsim_19_0,virtsim_0_4,12,1.5,-0.005,False
